-6.464396,33.250307,1.350311,1,1
-4.889503,182.630548,6.369876,1,1
-4.418622,30.5804,10.971321,2,2
8.733333,96.180067,7.798408,2,2
-7.778053,114.23722,17.869117,2,2
1.734646,150.260832,11.208035,2,2
-4.392198,120.55458,16.759144,3,3
-4.344304,72.386545,15.793391,3,3
2.365819,194.139795,4.030303,2,2
8.733333,75.010316,21.489454,2,2
8.733333,45.86125,12.065644,2,2
-0.0,69.200241,16.570584,4,4
6.474937,114.178498,5.856872,2,2
-0.0,43.894229,9.548908,2,2
8.678967,165.399666,9.042627,1,1
0.368757,160.677017,18.566693,3,3
3.988089,131.89925,0.219508,2,2
8.733333,94.424575,11.936813,3,3
8.733333,191.611896,5.271369,1,1
5.011175,187.489913,17.300506,2,2
8.4294,197.591788,9.740288,1,1
4.666667,68.335401,7.664105,2,2
7.035212,129.88349,18.36905,2,2
8.733333,195.957974,0.88182,1,1
8.503804,57.303691,14.632332,3,3
1.79602,141.71763,8.076399,2,2
8.636783,33.381318,20.224181,1,1
0.429906,179.365801,19.275198,2,2
8.728551,73.359294,13.020353,3,3
4.666667,153.056973,4.515229,2,2
4.666667,181.096643,13.530754,2,2
4.018507,103.572182,11.041076,2,2
-4.338165,99.086482,4.405115,2,2
-4.40392,167.645215,12.011975,2,2
3.112274,41.431617,18.163658,3,3
-0.0,113.670784,12.85515,3,3
-4.422291,30.507616,6.259235,2,2
4.669901,166.260336,14.088563,2,2
8.543583,114.418504,11.965214,2,2
-4.35902,151.966363,18.551947,2,2
4.793476,103.398188,0.950595,2,2
0.0,92.93988,17.326165,4,4
4.671156,161.402755,2.963533,2,2
0.0,30.268112,5.059917,2,2
4.74739,66.257929,13.804023,3,3
5.925301,175.66554,6.51578,1,1
4.791359,132.167219,7.897314,2,2
-4.335593,188.805839,9.735905,2,2
4.666667,5.263079,0.869139,2,2
-4.825803,30.019345,15.892128,2,2
4.666667,123.831471,15.948599,3,3
-4.417626,171.738204,2.964412,2,2
4.666978,115.14539,11.249356,2,2
4.790704,199.685358,0.752783,1,1
4.685739,177.456936,16.477024,2,2
4.730286,24.270731,0.152081,1,1
8.617869,190.848865,6.904312,1,1
4.669085,43.558407,16.78535,3,3
4.701824,195.229307,19.344127,2,2
-4.370065,188.246188,17.515721,2,2
8.733333,31.782705,4.888916,1,1
8.733333,191.828268,21.397309,1,1
-4.392056,48.257123,6.558923,2,2
-4.408636,26.407763,8.766081,2,2
-4.3902,135.755668,1.208476,2,2
-0.0,56.787802,19.359696,3,3
4.75852,174.29043,14.510054,2,2
-4.375305,137.88702,4.401641,2,2
-4.833555,131.297587,16.124313,3,3
3.917318,174.182505,16.782777,2,2
8.499824,113.324116,10.348169,2,2
-4.352803,87.350386,4.80783,3,3
8.733333,16.98095,12.706761,2,2
4.667368,197.370445,20.660057,2,2
4.767856,92.781839,20.773653,3,3
4.459559,20.734425,17.266093,2,2
0.229323,91.778165,3.499602,3,3
4.773315,164.740729,0.079317,1,1
7.562424,12.033083,9.339501,1,1
-8.732816,54.290585,9.971166,2,2
4.89471,42.509676,0.316479,2,2
-6.274239,56.568018,17.401464,3,3
-4.333333,59.65683,13.69071,3,3
8.127806,109.457327,15.832643,3,3
4.792591,92.925554,11.879984,3,3
8.733333,90.192698,14.339091,3,3
4.666667,120.507452,1.129826,2,2
4.721766,166.222301,7.803356,1,1
2.077986,65.995056,13.140646,3,3
3.132233,33.896886,19.708921,2,2
5.665673,167.958877,10.718037,2,2
4.004306,82.56088,19.845529,3,3
4.666999,149.969604,19.824727,2,2
8.733333,52.486384,6.649223,2,2
8.733333,95.115688,3.801389,2,2
4.722727,123.520129,17.263609,2,2
2.081497,90.884912,20.639727,3,3
5.552935,195.266903,16.154799,2,2
4.741542,153.139625,12.48759,2,2
1.577709,168.370347,11.491708,2,2
4.075697,75.431851,18.696649,3,3
4.740113,33.96785,5.711716,1,1
4.666667,19.436641,6.165835,2,2
2.491958,76.502838,20.152077,3,3
8.733333,183.920649,6.518465,1,1
-4.352375,15.645742,9.91351,2,2
0.0,22.009699,17.468137,3,3
3.86765,99.446026,14.726012,3,3
8.733333,118.838835,17.762334,2,2
4.313248,114.661309,12.377988,3,3
4.99106,129.131732,16.431561,2,2
8.733333,122.184136,12.709912,2,2
-8.706687,131.754828,8.648169,1,1
-4.417639,125.09003,5.800652,2,2
8.447607,118.647158,10.988599,2,2
-0.0,133.779139,0.007174,2,2
5.204478,86.06018,20.61601,2,2
4.666667,100.187985,5.719761,2,2
8.733333,4.24791,0.576975,1,1
7.381007,26.406234,4.224617,1,1
4.717357,33.562338,0.174687,1,1
8.730944,73.688333,3.74622,2,2
6.07916,33.843053,10.618972,1,1
8.721569,41.651678,3.479952,1,1
4.682613,22.655291,13.210586,2,2
-0.0,106.828573,17.05567,3,3
4.666667,162.217684,9.569651,2,2
0.0,80.058577,16.102903,4,4
-4.792582,26.694998,0.203068,1,1
4.666667,163.901775,11.884732,2,2
4.191339,26.25051,9.126382,2,2
-0.0,55.487744,21.53054,3,3
4.740817,108.051581,9.600296,2,2
8.733333,65.881938,2.29943,2,2
8.644059,198.998052,21.28869,1,1
-8.669496,178.694862,13.881991,3,3
4.765725,123.07857,17.559744,2,2
-1.716641,114.825124,4.291217,3,3
8.733333,198.261384,2.092623,1,1
7.034624,144.265385,20.365497,1,1
8.733333,68.544127,7.153155,2,2
4.743951,137.425823,17.424512,2,2
-4.333333,22.01777,10.127161,2,2
-0.605884,134.490193,14.474987,3,3
-0.0,16.925328,18.873597,3,3
-4.631633,96.743805,14.617726,3,3
1.914841,34.296215,18.083446,3,3
4.720541,191.074421,6.520812,1,1
8.733333,65.404859,4.161387,2,2
0.0,118.712154,12.490123,3,3
4.790395,158.733217,13.180352,2,2
4.712092,75.151634,17.689682,3,3
0.0,88.580814,2.822841,3,3
8.733333,161.164702,15.064778,2,2
8.504368,171.875571,7.156363,1,1
4.706053,86.090463,17.775683,3,3
4.666667,130.583136,7.326716,2,2
-5.287506,71.357439,20.744633,3,3
8.733333,112.647523,0.022195,2,2
7.387691,74.275716,2.851464,2,2
4.062598,121.632198,1.367235,2,2
-4.064259,73.739945,5.881151,3,3
7.685778,51.969334,17.164257,3,3
3.408978,167.869856,8.897377,2,2
8.719198,108.654047,0.590928,2,2
4.744786,88.547996,18.15914,3,3
4.666667,132.146429,4.968715,2,2
8.733333,99.724503,14.827888,3,3
-0.410024,120.895692,3.039677,2,2
-8.42478,119.416585,16.009344,3,3
8.709013,55.399048,7.968526,2,2
7.951461,9.131665,8.883856,1,1
4.666667,159.350284,3.715359,2,2
-0.0,168.96669,9.625765,2,2
-4.415686,38.005095,2.502618,2,2
-0.0,39.831436,6.420232,2,2
4.684866,12.707579,4.356382,2,2
8.733333,76.408183,8.648276,2,2
3.376501,76.128458,10.462281,3,3
6.135617,0.469751,8.791617,1,1
8.733333,185.769027,19.7798,1,1
4.378422,190.116318,14.270005,2,2
-0.0,166.177297,20.01186,2,2
-3.984177,5.450044,6.599249,2,2
8.733333,43.833197,12.118907,2,2
8.706483,16.324675,9.334283,1,1
4.034701,93.871863,8.382661,2,2
-1.960906,59.559036,14.32171,3,3
8.498691,20.225864,7.130125,1,1
4.691408,196.607244,13.085383,2,2
8.733333,0.292635,9.971704,1,1
-4.406138,126.79651,11.307034,2,2
0.705696,81.617907,19.789471,4,4
4.85202,49.789335,4.800964,2,2
8.712879,79.623529,18.144879,3,3
-0.0,121.792291,9.392671,3,3
4.680631,9.893705,18.53768,2,2
6.865588,13.605539,16.882772,2,2
-4.333333,193.294397,14.501873,3,3
6.032546,171.943409,3.581504,1,1
-4.518343,154.531114,2.802518,2,2
8.733333,50.300758,15.280223,3,3
8.619239,20.481558,3.822975,1,1
-0.0,39.139146,4.595926,2,2
3.675466,2.032521,20.920347,2,2
8.527456,161.722502,10.086531,1,1
4.666667,196.906471,5.94408,2,2
0.0,96.534603,14.546601,4,4
6.107471,97.386488,15.518344,3,3
-4.516216,0.424405,10.501981,2,2
4.878965,52.235234,14.950554,3,3
-0.138135,68.027911,21.646279,4,4
2.491171,122.709177,5.707404,2,2
4.795589,43.15225,12.418426,2,2
8.733333,33.059524,16.549347,2,2
-5.603341,72.645724,18.231783,3,3
4.76877,180.75181,14.22306,2,2
8.510094,97.996735,17.967296,3,3
8.733333,169.548498,20.156666,1,1
8.622516,94.74215,0.71754,2,2
4.780638,13.014808,15.243988,2,2
-1.992931,181.827805,14.79978,3,3
-4.333333,182.762701,11.733793,2,2
8.701973,80.176573,10.835259,2,2
-8.518058,104.659812,14.100175,3,3
4.71793,64.048712,1.967613,2,2
3.704673,41.03625,1.335512,2,2
8.733333,198.668553,11.801341,2,2
0.435149,150.231464,21.27288,2,2
-0.0,3.274132,17.458334,3,3
4.675984,71.251268,19.167181,3,3
-0.0,142.542184,2.341264,2,2
-0.0,181.882297,17.94224,3,3
4.191141,29.811417,2.12154,2,2
3.664319,141.088238,0.279011,2,2
8.733333,127.708274,13.848189,2,2
7.486123,86.552643,5.148805,2,2
4.181294,30.274733,18.714282,2,2
7.238853,72.789236,8.275956,2,2
-8.700525,138.531773,11.613829,2,2
8.72059,193.360321,0.697129,1,1
4.717767,134.204404,18.704928,2,2
3.729218,16.538586,17.658577,2,2
-0.0,33.847593,18.54998,3,3
4.666667,43.035305,18.309351,2,2
-4.355487,40.75937,2.711189,2,2
-8.63365,180.856498,4.420864,1,1
8.733333,60.003717,9.115659,2,2
2.656058,189.056402,6.810388,2,2
8.675775,72.222587,7.026208,2,2
4.691494,175.612589,13.580818,2,2
-4.333333,57.289173,12.590048,3,3
-0.399725,106.329699,11.103751,3,3
-0.0,50.265857,8.303106,3,3
3.546065,28.211394,2.456924,2,2
8.720471,111.413366,8.075611,2,2
4.834722,31.681216,5.429136,1,1
8.699782,14.618861,15.969135,2,2
4.141303,87.589312,0.637436,3,3
4.447583,130.213874,18.97292,2,2
-5.257872,151.333958,17.278252,3,3
