2,8.72589,63.813564,19.718734,38.17018759999997,2
10,8.733333,24.101633,6.041166,13.223074230000014,1
24,8.733333,118.838835,17.762334,48.54099840000003,2
28,-0.0,187.640081,3.349123,39.98555733,2
31,3.704673,41.03625,1.335512,38.59660608999998,2
37,5.728301,103.983365,17.220037,54.256066759999996,3
43,8.509907,136.078998,1.364935,14.591356670000003,1
46,-0.0,91.270145,14.791389,83.79236536999993,4
58,1.488913,71.34115,7.279209,60.13622556000008,3
61,8.646427,119.409046,7.550581,30.874534830000016,2
65,8.654423,18.961536,12.491139,36.062883660000026,2
68,-4.408636,26.407763,8.766081,26.77100689000001,2
70,-4.412917,130.43992,1.464928,30.81902150999999,2
78,-4.406177,58.185147,16.943451,60.51384542000001,3
79,-0.0,55.487744,21.53054,56.93821048999998,3
86,0.794381,187.336722,15.981372,63.64697822999997,3
87,8.59504,172.038048,3.255226,13.271143169999993,1
88,6.968751,79.445652,3.25368,39.991862590000004,2
95,8.655717,172.331345,20.46546,14.665870009999992,1
104,-0.0,115.714462,17.553469,61.03184998000003,3
108,4.744786,88.547996,18.15914,56.238782189999945,3
111,-0.0,150.758355,5.492713,40.0,2
118,8.733333,57.614129,18.346039,50.91116006,3
121,-4.333333,145.807223,7.437647,27.11921684999996,2
124,5.552935,195.266903,16.154799,39.691340440000005,2
127,-7.762508,193.540577,6.374993,15.064123439999996,1
134,-4.713469,7.804595,11.149322,40.70106404999998,2
137,8.733333,103.286482,18.392128,50.86192777999997,3
138,3.29414,1.501481,5.58176,31.839520209999954,2
139,-0.0,137.786673,11.75735,53.90677432000003,3
143,-0.0,70.913868,20.623917,69.48019390999997,3
161,8.631714,37.351909,6.830326,17.951942180000003,1
162,4.807981,49.439971,12.728638,51.48628156000001,3
167,8.733333,5.550018,20.34961,15.593564329999987,1
182,1.986337,160.382394,14.307596,61.35961136000001,3
186,-4.432139,144.568714,12.665092,53.872785140000005,3
187,4.788694,133.617186,13.902221,47.36410544999997,2
190,-8.646687,191.975016,9.390369,16.608398410000003,1
191,8.733333,119.204334,13.895692,51.01762814999999,3
194,-0.0,177.18489,8.817616,39.993130120000004,2
197,4.666667,90.224758,1.988451,45.536579159999974,2
203,8.733333,86.286675,11.491478,52.06467587999997,3
211,-4.367224,189.3832,13.75044,62.043968069999984,3
222,8.733333,64.680276,19.441152,46.01669323999997,2
237,2.014211,39.712614,5.076899,40.726983729999986,2
239,-0.0,180.366274,12.384864,53.22228255000004,3
240,-0.0,39.831436,6.420232,43.219738799999995,2
251,8.733333,101.34943,17.238989,54.8291087,3
253,-0.0,12.986307,3.295858,39.497562089999995,2
255,4.666667,46.850249,2.838287,37.33339085000002,2
260,8.733333,75.010316,21.489454,38.29807014000002,2
267,4.667477,153.442947,0.318048,25.165787990000002,2
271,-4.333333,57.289173,12.590048,56.17614250000003,3
273,-0.0,28.229965,9.234205,39.39633292999999,2
298,6.865588,13.605539,16.882772,37.80777934,2
307,8.499824,113.324116,10.348169,34.59053069000001,2
310,-4.335593,188.805839,9.735905,27.105998980000027,2
341,8.558065,76.169506,10.316946,40.943322010000024,2
342,8.733333,126.915897,1.919831,23.04541978000002,1
346,2.595292,93.679752,21.328638,66.54322993999999,3
348,8.589238,182.107156,6.5987,13.302513559999998,1
349,-0.0,41.286204,9.046068,44.78862903,2
361,-4.674273,153.61158,14.960923,67.9516602600001,3
362,4.666667,46.618054,11.32894,47.69423496000001,2
366,4.791359,132.167219,7.897314,30.20464274999998,2
367,3.000849,70.775833,13.755337,70.75586416999998,3
376,-4.333333,140.178435,6.959051,27.119273279999963,2
379,-0.0,180.299124,12.90221,59.873949300000056,3
380,4.666667,63.668966,17.116965,58.05461966000007,3
384,-4.420571,77.671134,20.653156,65.24227596999995,3
386,8.733333,196.235141,8.765683,13.30739351999999,1
388,4.681225,16.764176,9.691758,26.07261898000002,2
401,-0.0,143.49392,15.607796,68.26738577999993,3
415,7.285944,136.972756,2.904239,13.959304010000006,1
416,8.721569,41.651678,3.479952,22.38332222999999,1
420,4.671083,26.678923,13.569319,47.992850189999984,2
422,4.719939,191.823381,14.330823,47.56999764999995,2
423,-4.418622,30.5804,10.971321,40.25935000999998,2
426,0.079954,17.913881,18.003917,56.164859630000045,3
427,2.081497,90.884912,20.639727,66.81455234999993,3
432,8.733333,94.519501,2.349477,37.93211460999999,2
433,1.79602,141.71763,8.076399,36.58065303999997,2
436,4.852647,61.010623,5.491636,40.77428694000001,2
437,-2.233876,157.962237,8.515415,33.89679499999998,2
442,-5.148949,123.06588,18.567612,46.72401204999996,2
447,4.895781,82.261621,13.427706,63.755728370000014,3
460,-5.282645,44.21142,16.101031,53.73201895000004,3
465,-0.0,39.139146,4.595926,40.264654780000036,2
466,4.668752,179.023631,2.559306,25.163636970000002,2
472,8.510094,97.996735,17.967296,54.85115511999996,3
476,-0.0,10.461044,20.132375,36.94003255000002,2
478,1.728376,142.40505,4.713225,36.413124019999984,2
480,4.722727,123.520129,17.263609,49.57953472000003,2
490,0.116722,82.647549,5.928286,65.85338487000004,3
491,4.669085,43.558407,16.78535,49.73327702999999,2
493,8.536434,172.201651,0.468592,13.289119180000005,1
496,-0.0,155.8979,7.131635,40.0,2
499,-4.411708,76.963141,20.458945,65.68786521999998,3
500,3.5502,32.528603,6.20313,31.063751499999977,2
507,8.733333,117.235533,1.681668,31.042500810000014,2
508,4.724795,185.167598,17.411133,42.08006680999999,2
